property_id,price
d56159653f5d2abc5ed5acd7,689400000
45550aa81c0151f1fd9fd8fe,906500000
735deef3382aa15930482f3e,593200000
0dd49fa8bb7be52b851c6dc9,1026200000
7d3220a91e78f8bc2924d1cd,623900000
d3054072b2175deec2c1f8dc,466600000
b7574b06d593fca4eac59815,442500000
79e822115c5c1a4531366001,465700000
d3ed5316a463d38c1bd321d0,915400000
2f1880c9b8f7ac2715e1236d,770600000
dcca1c7f109175760ff531c6,655400000
dfc4f3facf91bbd93ee0fa4d,367200000
30e134a6cbe61d7954d0f56b,338800000
385fee7bd9ad7722d45dd034,392300000
87199c236bf22903d1aafdd0,369700000
19e19ad0cd6b5e84d8aa970e,455700000
907f968e78d748fde69dd44f,526200000
be094e5db0f784e3aa013aae,495100000
7ab96f83915bc84f8c03c1bd,386700000
07f4aa9b9ff5b0b05d31e6c0,902200000
e9be8cd37abed8ab510ba1f5,976900000
5f6ad58df27b562db077b5ce,698600000
ee96d947484aaace40f9b77f,756700000
15c4aef8401208054697b81e,768900000
22d6cb11333f2839b8112b89,1195700000
288c09c33907dadbae495c11,1249200000
f71d2bca0c5fe2720a1544c4,462400000
451744cf3ce55a98db8a3562,465600000
fba9ae05a6a8a9e0c6268a9f,437700000
1338e58f7dcebf5a1ea59388,415600000
a817e8da0ada143ac87277ee,370600000
46d8bb3e9a0ca584d3c7a317,601100000
b2506aa9463aebf01e1e00ca,387900000
7ec025b9b6e6f33bf65af41b,401600000
2ff531e27672ecd2362eed55,4.96e+08
9b3cf0d1b91b9c6a2a887647,517500000
7db5291ce4602d9b2b266872,419500000
65d5918e826c33bb950fc008,478700000
395c34e4b8f52cbdb0522459,550900000
855f4b67d2bd6d18fd03d8e7,615600000
9ff06409b37e5b5dece4604a,5.96e+08
0508cd7bd2c77ebb6fea1e56,4.27e+08
b45fff2e718e54772d46a3fd,564100000
cf4d2297b73dbc357d21e31b,4.48e+08
0ada7044c5b29925abc90879,5.13e+08
6305f02255274ab5fb6bd39c,728600000
d9a94194ae1350512beff3e6,695500000
e3896296cb80d50d9ad3f903,833300000
6514f355887c64136edb5595,772300000
f03400cc18e12903b3ffbe5a,970100000
4e134600155a64783b3f8c3e,604700000
d63ebc63c82fbf66d8b6ffd3,920800000
1bd64811bd59706844230198,7.49e+08
a83921284639eedd4a511cb6,644700000
a2f3f7a1cd573e2a33f52e2d,820600000
47344a66471fa51f61c64652,903200000
78fd849c9429091347d7e5c9,8.56e+08
c3daf2abea55af99c9579319,762600000
52864916eb1984abca41ec66,1056200000
c62494a9d7aede44f2f84023,861500000
a2b576643f7a032371587e5e,1094400000
e53bc68f0e97ccead24f3e56,631600000
fd82c710aad91bc90af490fe,662900000
d436abc2ee37ba3dd561e940,976400000
216a598114a403676011cb51,735300000
ea230d5eccd2b687888173bb,639700000
18bd0dd7580f2a7cb19a90b9,414100000
b143c8ca6d334f6a73c3f2a0,4.54e+08
ab388cb4fa511968783bafee,4.47e+08
6a4f08cd04d558a56af732d9,525500000
7216c895aa047c4f405c4941,634700000
a493488dcd906dc74cf8a604,656100000
7844b0b2bc65dced90a355c6,681900000
c1976383069b6b82ab29d092,499800000
e5cfd99e2308b7b73581dbdc,434900000
c18c2ea88f4ac53970b53d2c,488600000
842c9f0e4edf1e5a672ce15e,586200000
7dd1e46dcbddc6bf5ef694de,414600000
6cc4f32b39180bd1ec7e117b,495200000
79e643789a85dc4ffad49a25,981800000
b3402a9173d289d6db78e09d,958200000
a446507813234e358db8b573,523800000
c8ef57ddfb35061d1876f94e,575900000
360be0df2c003005e3db080e,840300000
9ab245a4c91877cb7a8661ce,825100000
a57a34c7486e7a40e8deb316,788700000
ceba7d0f56f6cb03538962fb,618900000
d5475993f9db58c3e4baf7a3,841500000
d37a1dda09e30da13ff5bfc3,768600000
68a8b8d077a8232723bf37e9,698600000
e1eea7716ca6490b7640717a,7.87e+08
4ae6d75b10848d259ecba576,696400000
17afbce5c0b56732abbea936,656300000
84a2673eccd3cf3bd7fd3eb0,1056200000
f2f4e6cbafe527b155707f01,1096600000
de2e3a592cda5b76c9573c5c,882300000
fac651cf404a58f24dc7d286,1.471e+09
e6f312a0877af26b69855a3d,1163200000
333a643c623a9bc75f3a40f2,1027100000
64593641e470908ef23b46cb,999800000
ce9f2f0071be658ae75ca6f9,1125100000
9ab385e399a4673732b6a799,792300000
3429c774b736cefc051e2c55,469400000
a51ad0372758b2bbfe73f8fd,443800000
8c801a266256e3fbabe7e3d2,753600000
ca2f81b8fb6fda20aefb0ccb,628200000
3c1b1f86087f9b99380e387c,609900000
b0cad5d612954b8cab18101c,796400000
7eb991f4c69215377e4dac8f,692400000
0d130b8bea4321300396fa34,1114700000
8dfa059401e1dca80ae65ae1,704200000
3e3f264cd0ac7a65ed2349a2,895300000
112dce80bf512f3f24391d23,508300000
ff25ded6333278149f8fb68f,678400000
d555b82c192794e87e9d536f,909100000
a787382d96ef9fce8f27bc70,907500000
8c3aa295f7bcfd9a43eb2037,857200000
13ac95652fb3cf6c43dafc66,408500000
42fc6a80b882c32f6264ac10,367100000
1e9c53e09220d689a0210ab9,388300000
3348706086aa3db5c92259c3,457400000
66d402a9b7d05f29282ddb00,414300000
cf88be51d6f31c10e5868ff7,408900000
30b3f38716be209a894b0942,462100000
0a5908a92d0ba3e36f54b1f3,5.03e+08
dd206b6ea2d7f6555109ea39,553100000
c641febd8bc2ece3e4d2d8b6,698500000
c11fdc02a288af0572a2bca1,791200000
35dc60a65969b264ab283d6d,635300000
d9cb0f637cd4feaaaf8a21c0,9.12e+08
7e8dfae9a5f1faf8afa706f7,383800000
a280fe7610c254b935c9dcfc,352500000
85524880fdc4e4daf90e96fd,489100000
f361109d06f6609c16724b39,478700000
3f6b2f0c0876c21755369cb6,728600000
de26819064a290ce78d8fcc1,670600000
91be1260a84ab7fa3521c495,764300000
18c8dc4549d38c918af2972e,654600000
782b0fb8641849c2c34291e6,377900000
54933f8b33a4fd6f031ed5be,596400000
953176c9a901b4f61c030432,652300000
357e2add3d68167a4f3ce15e,720900000
90332d50e91925eb9b614bef,6.4e+08
11723d1d472bf1a3fdd8b72c,1049100000
01f8b6799e2910f7769db175,911300000
a0d5001f7dd42d7f0c91d2a9,452800000
d4439c35bcb88e1490916c67,657400000
4a73dad0ff8a5262e8b07c4b,992800000
3dd8085a65f24b497ea59557,980700000
39ef085809bc80e32e7b6af6,900400000
b98ee16e8fd7d1c75a9da13c,1.002e+09
16deb26bf740fa61e258f545,653500000
732a3bd457d7798e1fd892f6,569700000
1376058cb128a1c7729cd2e9,625400000
cac7e7c3e13af91bdc7107e8,949100000
9f3dfa6e1422f6aeac527c61,496200000
4dd3d1288ccb66ee4fb9c097,1313200000
15fb97d6a43731d61e95d004,784600000
dac29573163315edf99e0e7a,460300000
b93f2864087d41c3c92d43c3,884400000
cd4656aed92f5c0a0b6b7c0c,884400000
556210496090b42ac10cf1b8,1094400000
762979729fb21e56a32ed14e,1094400000
ea935b76abe664d5e2c4736f,478700000
40e9ef1e7c6749b7a8d04ea9,4.57e+08
058265732a484ac8d5497f5c,436800000
6f52ea8340cdd283f9a79720,639600000
cafe7c1ee67458e05c84d5fb,728600000
3f45ed2f08a2b03b738fbb5e,518400000
f203b18854b75c4564d7a17d,825800000
d5333f639d11bc3ab073ed72,471600000
c14f644116669a160446a945,371900000
de585856ff546e00a5a4672e,458600000
7a80663cae7c191b5d025fa0,460200000
71f80198e68fbba902650b1a,373600000
f3523e0626df8cea803ead0f,379300000
619abd5f978b1573761be86d,471700000
17a2323b855e93533a9f09f2,573600000
38e8630f2c05ea38e2257c21,537500000
1e3798d739f85ee0e5a314ca,479100000
46d0544f411bbfb6b452858c,514800000
605e7a71eecb13b23ffca0c1,5.28e+08
7515b37b7ae7c62f3dafbe7d,605800000
28be121ada9c9303be802474,635200000
331d54f8a1bd3dabce73d6d9,531400000
22d167639ccaace593dffa31,5.7e+08
36cd68fc3ffab79fcaa340ab,413400000
db924733e88c361cdfab874a,635700000
64eea2e9a13a8edfe8ac7027,934600000
97fe6eeed892111bfa20255b,8.13e+08
b54e6757829ac95e2076d954,661900000
dd59b8122458557041903207,6.66e+08
b35c58fc1c05a77433025318,9.71e+08
c41964afa164d8b75f8dbe92,754100000
96b3ea80cce599b68f96f86e,561900000
a4bc87ad4f1ad97c0a63d843,995900000
16e62269e6aa2ea052d05f71,1071700000
518b37b51f824fa0fb5075d3,872600000
e083d83369cbc93fb94842a1,828400000
57deff02895d5286eda10d89,739600000
7ed35835fbe694bc237abe38,785200000
b48efa9ddf36e85164354f26,1188900000
5910c9b29a1025bada93a5e1,1.01e+09
10a650e8cb5425c97f08f68a,6.37e+08
9e0feca2ec3043ae6f840631,809400000
35ce37bbecac6b164fa21e6c,6.47e+08
c4955010d066e013812a85ea,517600000
d5a83c31bec18d1c3eb9af7d,678800000
70217bd08583854329722821,510400000
28e748e7aa0a447731e06706,510900000
27929c0a3e0fd2d6d2969e03,538400000
5c5ea0d8bae75e0a5c88414f,7.93e+08
2233f50cf7b04791cf1ddeaa,630600000
bf430621f17dcaf17fb91ac7,553100000
d8dc9de06461e0220bc55906,676200000
d988975f8c4e6ee8fd8dc1e1,665400000
bab884e0f99df269805e83a4,918600000
8fa9b20af1508af7a01e2267,780200000
b6f195d44ddbe10b78b97191,517800000
2ab0eeac4a228d5769fb4365,501100000
347a4deda03bfdde6d1c163d,478500000
17230f18b30b94606fea047d,368200000
eab4ae491bbbe7b8ab107229,628700000
07c753474a847bf2bccd55b7,710300000
b7ce05400f0261743073e072,681100000
4a33d213841d2af537aa967a,681200000
04eb0b590ce7483c615b043b,772600000
a01a51af09a3dc387a18b58c,428400000
270b930a9e22d5016ffa4019,1.099e+09
5ed1320fe84a518e267ff537,1027100000
f04b574dc221473cfd616e22,645400000
6f7e390aa6135019dc5a828f,8.01e+08
776d4a19fb3852fe6dcd3ddb,562100000
b7f164b79658952248866c34,689500000
aafeff5826516e363471e439,472900000
eba6a2b80a17a846ae560ece,313900000
90e62f8656ae504bf6175e0d,4.75e+08
dc4331d09a1e36baaa6bde53,621300000
372d67ccb9d251e290891f0a,386700000
a7801c67a0ddd71c50ba38d3,386700000
e4d6b81f169cab8ea0244d75,472700000
cd5c6655243a4be0912bc92a,788700000
f7a7281a19733251134364fc,1054800000
a716ec25a219961fbe90f367,1096600000
8bd45966c16d4eafb49ee2a2,789500000
baabbdaa5e8f69fc90d303c1,1.182e+09
8bed46960db1b2a7954ffbcb,1113200000
dbc123f9502159d660f375ca,1267600000
a4683facc81ccda10e9ae388,1125100000
3a576586fa1aac85c2ffb75b,1.153e+09
b1fb98d0ba25b21c6647d423,1022300000
97fa4be3ed93c37c048f507c,420100000
cf184cc576effe39c0f857b8,495600000
784f67fcb2d009d352740ed1,467900000
f4d6ce332121f814aa663fca,577700000
c87ae84ef029febca1e633e8,597400000
e876c6fd9c161861fb92ad5a,1002200000
9047c4764f2c6b1a10b87e99,818400000
234c94e9a248ae57bb5a0771,463400000
a49c2976ca4f24f3a6b622e3,439800000
ffc171cf73514bed077339a6,430100000
fba83f5feea2522888377066,405200000
1a593800d5785ecc36c25ead,644700000
ab157c9601861dc387a91b82,902400000
f87f8003f15b0fbc12609514,474100000
f44d035ea2b15b2c69d4da50,690900000
fc815b59cce7934f816f0502,628300000
32915b77ca68000ba9eed6d8,481500000
cb083fa7ff634f424a351840,547300000
4f3c7b9bc78f882f858b3d3a,401400000
53d33316e237830ad463a26b,505700000
f5d852e25d51377686c43bc8,540200000
64731b6eaf4fd2bb6c155013,784500000
dad7e45e4706ab2564ef9cf1,444900000
255914e9b13ad94efa6ed365,665600000
5a8950a64b4aea4ac13dad45,7.8e+08
70f51b4abf26651111305b1b,821300000
8919ca18fff7571002e440ec,1.025e+09
f776a4e0c8c82b3d29756b34,1094400000
7ea4af39a7e577ffbd600f0d,718200000
45fc0d46c7a4df7ff6976fce,936300000
7cdcecc706fc7c79cce45b20,790400000
3503f56e09e639be4762ff2d,723200000
f70ac0d227db6f5333aa821e,688400000
20db610da64f80afc1621b12,335200000
c80ef212c870e2f20ed2234a,502200000
7dc68d5cac1b7fcdab35586e,458600000
a478fb93a131fee4119bb9f9,987700000
7749b2b534213ec7b536372b,798600000
43e59f5312e304fc21c1e052,725800000
82a7920524816f3db7f5a4ca,806300000
1a7e331d9ff88ae5efafa8ea,552800000
a57350d4c79a415137281cb7,3.26e+08
f3a6132006d54d0e22a17e84,722300000
14caab87a129f51b2b70508e,663600000
ba2423d79744d763aa3744f8,662900000
1caac10c1121a795a172889b,1327100000
40768729f2697b87ed6519d1,570800000
843234d3c6c20bb60a17fbee,857500000
cd2e4dff930a1c7a1a569992,454200000
5a6eab133b7e95155f6a9012,590500000
5bba6c40aeb129c433d2c58e,543800000
ad3c644b506498127c7beef1,675200000
a379656c49f4cb1cfc5b3f03,7.88e+08
998c1a6ace613d8a7468ba5c,604700000
dd610d7ece83bb02dcd7a22f,441800000
539467d04a2b3e78c592b11b,413400000
e40fe4ac43cabe82c03dda59,417400000
5561eab714583013b422e7d4,681900000
d9110b2b5b1c02766da9e24e,756200000
c72cf05b93b9c290c063b08b,806200000
d71cc157c0c43935989009f5,695800000
4199eaa19ddf8ac436bb2ba3,958200000
d23d12bd86def2657038a481,1054800000
ca438e13d8aa6285858da0aa,1056200000
a173eb804f4bcf6bfe889417,1096600000
9b3677d498c2ccf69c756ec7,1094400000
f8c787390e4c6d2e99fc7c3d,416700000
a188aa896d1b4520ccd6b65f,429300000
9fa39c9eb4b10a20dda6c3c2,646500000
7bc9022fa1eadbd9ab39acd9,483500000
46f0731f62232b32eb733dc3,634600000
b6767d1e329ff5e28c42f632,639400000
abde4b06769fcb1d5577fa7f,443800000
1496d159d31717ce254f67a7,474500000
1470749d0d2551a93827e441,543400000
3ac517f74dbf8cdc8feadfe8,582600000
fc6616c62030a53d2aa46b12,9.42e+08
8497f34947cb4c0ff18a0eaa,797600000
3b2936127f5a4684a1d3de22,708700000
dab58562904cd13a93d913e1,620300000
69d1e47b6bdc57512f1838a5,903500000
23c7f9a0534a4ae6a24e38a6,835100000
640e9fe41fb79ecba89d8951,846200000
31f6a25d56f3bb36386d07ae,757700000
bfb30ae71cdca27f5a5494c6,907100000
baacf0dbd690644d74f3a929,878200000
cdcb874d2e62220d12230632,954100000
1421bdbd9cf7572b799b732c,902100000
ee9e5adab1455d38edfcaa6e,812300000
1fae43a9450fae02919962b9,684100000
5f9ee280509afd55d24f39b7,792800000
82902f2082dd405ab538ff58,509200000
eae52c81f779a61f57cb5b58,794900000
4ec0aee1b202642d2739068b,659600000
f4c6c3210a3c2eb935c6d5bb,877700000
14a14706d405569501327924,418500000
146a5a4f3d111dc7b955ce42,925800000
99bdce7cdea643b0442976f5,614800000
733c7cdfd50db77066a67140,538700000
de328410e22767c66d919423,812500000
d0116b53467b3081664fb268,846300000
dc722ea5c4d62773f9fb6bbc,394100000
e84605e3aadd50b064c8eac3,895300000
31a3719e57ab1425e7267fad,565700000
34993717af3f861b9735df6e,8e+08
543822711986a454cfd764e3,904800000
5bbc4ff9cc3ddacb39469e27,992200000
d7ced905983af0800c19b7fe,608500000
02d5bac2567ee9e19041ad42,937900000
f4897a8a0a911a2acfb8e8c7,1096600000
4ba19ab08d1fe7f72d0dd37a,480300000
b7c07f8afe037d55bddb8e41,438300000
40b20b5a3a986802d64f7675,581700000
01fb5931cb55f5308382818e,1371700000
7cd0c7174b957df1f004fc88,771500000
ca13bacbf6dc8d1b09fe4c67,576300000
0ed0dc77661be57aab63bc83,475600000
d03558acc19951a882bd568b,4.23e+08
b8cca0d70fb46f3a31473e98,679700000
f665a58fa8eda69547c1a159,769200000
8aa5ae4637ba83e672cd3ab9,584200000
a6da1996f66e545041d920d6,969900000
b828609eff041a68fa243a12,565400000
3f39a260b81dd7de1dff2b31,424300000
40fd167916ff071afdc44792,809400000
6ca31945172976c3a11732c6,848600000
1437d1f1601d26a3dca7594f,684600000
ebab054e5f256bf4e382002a,1094400000
0838d0df248d723da4e25ea9,707400000
7a134e45b9ebe710c6c6efe6,8.05e+08
6e9c7f27d6b89c5f9696fae6,4.47e+08
bd12c705950c46e679c34bf6,1113200000
fa2c1092f17ce021964f8953,761300000
e3202b635974f7a3367c0ff9,958200000
49bdf0f970af03d83a57dcff,608500000
91af29fa680d8033188ffc39,732500000
cb626b981c0997d254388e76,413400000
155a8e4186d1626fdda4d0ee,836300000
d337476c2cfa780518523a6b,402900000
7c3ea8523ece273991a190da,683900000
674c02227165e1c7189c54e4,1028800000
17056748001fd65cb961b384,856900000
f56bca5bebfc765162c8cae0,1123700000
5f4b0ec9c7452b888b33c3e8,483900000
13dbc077e552640736267a49,381400000
cb645955c851790e83e696a7,830400000
649cca8c83352caf7442f20a,827200000
fc8836e71725949c5f3fa7f7,1195700000
4f431d80287051ca323f2c08,740500000
42defcc69fa22e4c858f3c24,1.207e+09
291a2f9022933c9d81311e81,994100000
d48a061a2040d851937413aa,1087800000
55d2ad80322427ee3426dceb,1050900000
8c41bfacbc1a6ab831b26fa8,994100000
c7214222fefdd8d2ad7f8f8f,696400000
b3d9a095c9c73004643c9e78,1.109e+09
d49aeae19e13909e75dda2b6,1049700000
dd10dcc52d2549df85f2a8ec,1085900000
6732b448d2e4f32679f235ad,1236200000
f08a5c2992cfee4c0910f68c,962300000
e3a62f080c25f404ca995e06,696700000
7634d584c3042533942e2dc0,850300000
ae58dee872922a9c678dbfcc,900600000
5ec01e911785dbd5b49b166c,471500000
9bc12d9c9ad95064412c3413,1318200000
7acdaa0cee1ee62e15f4490b,524700000
d76d5b14d0acc5295b8057e2,688500000
32f3364ac1fabdd13db1cfe5,350700000
8cab957b322f1aba06bae4ad,614800000
e3dc8b417819e9afe3fc7d0d,445800000
c71fbecd8f7310c201adbf40,544400000
54c9bffcdc46819f67e4b3d1,648900000
4d94a2295f612b96264a0db8,8e+08
874f4a836cb74be301e068cd,802300000
a18925f908acda4171bfbe36,1086800000
a587c7419568288d68c46feb,866100000
19994da77ce4f2db3efe6660,405800000
9c4dece6127f1f3f3bc1e0f7,486400000
09c28a830f8093802384071c,540100000
5766f7cfab59c920081e3046,486400000
964b7d9de17c1ce396fb83fd,448700000
44f77a86369d6607753adc09,569200000
7f25471be85adf0baeb8ebbc,504300000
6859481703fb0cb34c1e564d,601900000
7ba0c14dce0cb09ef5735d9f,5.84e+08
62cd6a29e98a5b7a5ad38050,606200000
9c6d7e6260e4fe83d43706d4,642900000
5dbcb55dbba823dc31b041f6,895300000
85abc5c0353c5b678f087824,598700000
56dd1bc39664f8e9f316851b,662100000
b23341faa7307d9d6009c6d8,634300000
2af941adae2e8dfd66542055,545300000
268f887f25d416dcd3c0c9c2,710200000
9ddc7272fe43f07035d3da63,1227200000
4002635ca8b087877ad22d5b,1111800000
b515b1caa608ff42574e5a06,610900000
710542343cece039a279dbee,7.82e+08
187a143dbd6d4bd81d6d9c32,378800000
26db92c003c8e67d92d88aaf,1.095e+09
641ac8f4f60ae2b9cf6add93,823500000
784714647351cb6745c867b1,7.82e+08
5fcf1e2ab4edf13ec844decf,718200000
2575d932e98c421bbb38b267,820300000
af9d2f5f62bf74a7fa9c74f4,811100000
4db8d529af9f718e6d81a85d,413400000
9a3368605e5f563e29182f3b,493600000
5ff696d8369101b6dc60e2ed,430400000
95ade3ab8dc04237acd6441a,388400000
607ed21e896eb5ffb50d5ead,403200000
40d9a852bbed67a6036c6d8b,539600000
97badba651a94721af5df3f0,695800000
b2f089146c30929c4836f0fb,527800000
936307e2f478c3ff7b9652e3,698500000
b6d5cb459999de084965e993,686700000
aeb66f808982c6308d891f55,5.83e+08
cf8418c60f4e54dfa09b1e6e,630100000
1dcf71e8fbfef2c6534576df,698600000
c78b16f05ef58855da0d4f2f,449600000
19ecf1fc86396ada203c2a19,485800000
985fc7ab5aabf1831ce3d298,980800000
8aaeae6bcfcee5ad928ce28d,879100000
1a93cae134c79a43b13ce656,958200000
ffad647e8ee35eaea6378fb6,691400000
c21a3eaa136ef8a912ce7b74,815600000
fabe0f299a4e4bc6f51d54b9,8.81e+08
5af99278b1091dca9b0b0332,827200000
3f0c845deec1c24472a35efd,1370100000
c10f25fd39dd36287a6cde73,1195700000
f37d31c512866b575780c4b7,1125100000
5d34f871e5a5cb3a655a0b13,740500000
95bb852a958d7b16fd676e3c,1236200000
24857a7a80d5f13a52eeb054,652700000
f9796e9d13fe1becef435e54,7.82e+08
1c2739878e452a340a4e8972,728200000
698f3f1929a2dbbc69865b65,703600000
bc230105784ca8640e499ca2,424300000
622fdba953206a65224f2c82,504400000
6765fc17d98c08142d3d7757,575600000
6f35fcba4ffd6a58bce85892,383500000
d8654c08e95b39e3b4891cd9,778200000
33305df46dc2186c7e3f727e,1123700000
0cec193a20d720af010383b1,707400000
734efe04fa6b326ae1d072e8,454900000
69190139558b2ef3eface18d,445600000
bb084299ad23f245d7cc5b69,657200000
d4c7b3372d70b898b167b92a,691400000
4a119b1bbf04b4bd6051c5b1,788700000
f844345b6224bc76bc3c6f91,435400000
052505ca8210e5e651fc0b63,936800000
5731cdf8cac0b8371d786c90,769200000
594d8d78af90086bf8cdf09c,715900000
fcaddcc78938f3a234dd2d3f,389600000
1574958978c9b5d23d9521b5,758700000
55902baa0ece72e2e8c869d6,876700000
46161effff173111bb6c3a32,757200000
b3fcd9cbfd485e4e1da6c89c,417100000
213ddc1761cd6b018349786a,641400000
be3b1df5f008636e14bec3fe,5.94e+08
dd27922be5b6f730f8b4e058,434900000
cd2aeb1b2649ef421102def7,804200000
a226b4af016a772dc7e39ac8,608300000
dcef5b332fd31d0ed8d754f3,419400000
481492907baba4574d4a6f35,958200000
10e5e54ab66b58b3f41ec381,6.52e+08
d48866a153ea0fd23a858cd6,467300000
d273a2075d28e343a657d9de,1264800000
90a711f776d53cf654614649,805200000
f87c76eb5071c5b309e3ac3a,4.27e+08
74df03749e60c216a3e1292f,452900000
03a84af05df0f577e09d60c1,488600000
78682041182f01ee4db04e8e,1113200000
25c76b5a1da0c2d8158b3732,8.8e+08
af8f09175265e1546200ff86,4.47e+08
c8d4ffb290aa9cea002e8d67,475100000
cb89ad8156c3428ac80a4db3,649500000
7602cb1e6fef087d8ee81aac,5.73e+08
00c75d59ed4777481a50cbd3,733900000
fd36cffb856c2a14982a5fa9,860500000
06ccfa37fa6b011ac38422de,372500000
257b533b6a66b40d0f097c55,518100000
736eef4bb36681acbcc3c41b,460700000
e1a4437b17f7bec650d8cd97,485100000
ecabfcb8ce9bb47ec3089c7e,485100000
a5a46af0c9fb5c0a03855660,1091700000
920b50f4355cd2674ceee068,867500000
410e5af026805ec8088f2e71,842800000
efa0c01632d13ab59f629ab1,431600000
5965d19a68a8414b0419bc68,639200000
64955a117f2d9264eb59fa82,8.81e+08
8cd46b5c9cbd056d3712f155,703600000
65f736c3fee3d14c31a57d1f,663700000
66e9c614882d58c022de7a2c,769200000
8c787c1e6161b18601e6d7de,487800000
29a115ba5b198689fce5f93b,3.43e+08
de8ee990e70c8e5ad167dc89,5.41e+08
0b65098a19c2fc1caa6577ed,958200000
70ea0403b722a1dae1ff9b18,691400000
5c77e242474e477513b60ad8,432900000
1655a92b20740a11a5889519,375400000
1709b1446b20b21482dd2d36,1056200000
e5dba7fa0cfb81488b0c331e,596300000
d09dc3a3270073e5f1cb353c,788700000
368e740cb71b9175fe5b7b6a,1123700000
b8a8ad4c0215077d3e5aa472,973100000
1f4a78e094987ce29f054fb8,5e+08
aae3a99ac764b8e9bfc562cf,800800000
a63ecc5539e8725af4128cb5,541700000
a29e18f37ded2e901181d7d2,780100000
14ead7469d05e5eacce6a575,645400000
1cbf39c44f6b0fdbf9554845,599300000
9012294b64280c565a88a1d8,844200000
dc0e9ce44b9932c6e48a9390,435800000
a4f272acb4b3b4f5fc72e99d,651400000
b0a7295da89516be1c44512e,701200000
b638b937d4f62949b9eb9fce,796700000
cadd4a6e1075b57f7b74c63e,720400000
a88f4eeeeac5ccd1ba9b8a4e,909100000
29616bf14b5f1cd42786a91d,571700000
f03f97ca55e9a43928c18237,538300000
5fb9bd3aee2e1320dcbea448,467200000
34bcfc2f0cefad790922879e,654600000
8c9849cf3d20991e5126420b,964600000
ca7b9296080c9fc9fb232782,1015700000
63a5989d0dad994a6af7734c,373600000
7d25023ecf668945c87e0666,471600000
fde3d4a4a819b1fa40530238,448300000
e3338ac993873aca45755dc8,460200000
bfeab1b12dd82efa96efac31,371900000
2d564574f0191164ff1d068b,379300000
5529d858e9c9e3e92ce8a95a,349800000
2755af908b841e9024718b3d,462200000
623df36ea9610ed5c58dbd8b,453200000
77924a3c7880310a4822e5a7,458600000
24fd0b7f75feda5db89a4127,468200000
c2b9a3b2747f32d26c8219fe,471700000
3c3c7861a9727bedf5e3cb29,699500000
822ba8fd3c7392bda84461a4,537500000
4625168852b335b223a05bb3,538500000
b732ff1637ec53286e890865,514800000
706bddaf0b87e4f076247450,616600000
917218fe1425d2c222da1ed3,573600000
7ac0428c4b7197ca14f3b86a,5.7e+08
e828e83be8651bc2e07641e2,613600000
4d069f925100b6cad0b657b8,413400000
a50640d13126880a423521e8,531400000
45e92799de1a5334c3d2d72f,479100000
93ca9e75cbeaceee69b4f0e4,635700000
8fc4070ce12262679c381515,934600000
63182bbbd5f94cea67de2d8b,553100000
6e163c3a0e30e7bf1e909661,8.13e+08
3cd016f68705e73b819cf74b,561900000
3da41d55a2b9f78c2b10c75d,6.37e+08
0eb8f10c9d5ded1b09f60baf,510400000
330c37fb5065311564fd35a2,1071700000
