property_id,price
d56159653f5d2abc5ed5acd7,803500000
45550aa81c0151f1fd9fd8fe,922700000
735deef3382aa15930482f3e,662700000
0dd49fa8bb7be52b851c6dc9,817700000
7d3220a91e78f8bc2924d1cd,725400000
d3054072b2175deec2c1f8dc,527000000
b7574b06d593fca4eac59815,525700000
79e822115c5c1a4531366001,537300000
d3ed5316a463d38c1bd321d0,783900000
2f1880c9b8f7ac2715e1236d,840600000
dcca1c7f109175760ff531c6,639400000
dfc4f3facf91bbd93ee0fa4d,509400000
30e134a6cbe61d7954d0f56b,471800000
385fee7bd9ad7722d45dd034,501200000
87199c236bf22903d1aafdd0,484000000
19e19ad0cd6b5e84d8aa970e,517300000
907f968e78d748fde69dd44f,580800000
be094e5db0f784e3aa013aae,508900000
7ab96f83915bc84f8c03c1bd,488900000
07f4aa9b9ff5b0b05d31e6c0,862300000
e9be8cd37abed8ab510ba1f5,789000000
5f6ad58df27b562db077b5ce,792100000
ee96d947484aaace40f9b77f,667900000
15c4aef8401208054697b81e,1253100000
22d6cb11333f2839b8112b89,1060800000
288c09c33907dadbae495c11,1387300000
f71d2bca0c5fe2720a1544c4,564600000
451744cf3ce55a98db8a3562,524700000
fba9ae05a6a8a9e0c6268a9f,523600000
1338e58f7dcebf5a1ea59388,500200000
a817e8da0ada143ac87277ee,446000000
46d8bb3e9a0ca584d3c7a317,1092100000
b2506aa9463aebf01e1e00ca,607700000
7ec025b9b6e6f33bf65af41b,578800000
2ff531e27672ecd2362eed55,537200000
9b3cf0d1b91b9c6a2a887647,533600000
7db5291ce4602d9b2b266872,438500000
65d5918e826c33bb950fc008,563900000
395c34e4b8f52cbdb0522459,637700000
855f4b67d2bd6d18fd03d8e7,553600000
9ff06409b37e5b5dece4604a,597300000
0508cd7bd2c77ebb6fea1e56,518300000
b45fff2e718e54772d46a3fd,651400000
cf4d2297b73dbc357d21e31b,576300000
0ada7044c5b29925abc90879,769300000
6305f02255274ab5fb6bd39c,723200000
d9a94194ae1350512beff3e6,975300000
e3896296cb80d50d9ad3f903,812600000
6514f355887c64136edb5595,940300000
f03400cc18e12903b3ffbe5a,916400000
4e134600155a64783b3f8c3e,680200000
d63ebc63c82fbf66d8b6ffd3,1060800000
1bd64811bd59706844230198,686700000
a83921284639eedd4a511cb6,663500000
a2f3f7a1cd573e2a33f52e2d,749700000
47344a66471fa51f61c64652,806300000
78fd849c9429091347d7e5c9,939700000
c3daf2abea55af99c9579319,756100000
52864916eb1984abca41ec66,1083600000
c62494a9d7aede44f2f84023,914400000
a2b576643f7a032371587e5e,998300000
e53bc68f0e97ccead24f3e56,650900000
fd82c710aad91bc90af490fe,870300000
d436abc2ee37ba3dd561e940,1002400000
216a598114a403676011cb51,768900000
ea230d5eccd2b687888173bb,635700000
18bd0dd7580f2a7cb19a90b9,504700000
b143c8ca6d334f6a73c3f2a0,592500000
ab388cb4fa511968783bafee,520400000
6a4f08cd04d558a56af732d9,492200000
7216c895aa047c4f405c4941,580500000
a493488dcd906dc74cf8a604,615800000
7844b0b2bc65dced90a355c6,579200000
c1976383069b6b82ab29d092,619400000
e5cfd99e2308b7b73581dbdc,540000000
c18c2ea88f4ac53970b53d2c,754700000
842c9f0e4edf1e5a672ce15e,614500000
7dd1e46dcbddc6bf5ef694de,511600000
6cc4f32b39180bd1ec7e117b,711600000
79e643789a85dc4ffad49a25,694100000
b3402a9173d289d6db78e09d,865600000
a446507813234e358db8b573,636600000
c8ef57ddfb35061d1876f94e,679500000
360be0df2c003005e3db080e,897600000
9ab245a4c91877cb7a8661ce,766700000
a57a34c7486e7a40e8deb316,916100000
ceba7d0f56f6cb03538962fb,753500000
d5475993f9db58c3e4baf7a3,773700000
d37a1dda09e30da13ff5bfc3,906700000
68a8b8d077a8232723bf37e9,807400000
e1eea7716ca6490b7640717a,753400000
4ae6d75b10848d259ecba576,852900000
17afbce5c0b56732abbea936,717000000
84a2673eccd3cf3bd7fd3eb0,1085700000
f2f4e6cbafe527b155707f01,1093000000
de2e3a592cda5b76c9573c5c,1121800000
fac651cf404a58f24dc7d286,1719800000
e6f312a0877af26b69855a3d,965200000
333a643c623a9bc75f3a40f2,868500000
64593641e470908ef23b46cb,1013300000
ce9f2f0071be658ae75ca6f9,1116100000
9ab385e399a4673732b6a799,749400000
3429c774b736cefc051e2c55,654200000
a51ad0372758b2bbfe73f8fd,604400000
8c801a266256e3fbabe7e3d2,677400000
ca2f81b8fb6fda20aefb0ccb,630900000
3c1b1f86087f9b99380e387c,748100000
b0cad5d612954b8cab18101c,957600000
7eb991f4c69215377e4dac8f,855200000
0d130b8bea4321300396fa34,840000000
8dfa059401e1dca80ae65ae1,713800000
3e3f264cd0ac7a65ed2349a2,797000000
112dce80bf512f3f24391d23,667600000
ff25ded6333278149f8fb68f,791800000
d555b82c192794e87e9d536f,734400000
a787382d96ef9fce8f27bc70,854200000
8c3aa295f7bcfd9a43eb2037,722500000
13ac95652fb3cf6c43dafc66,624700000
42fc6a80b882c32f6264ac10,495200000
1e9c53e09220d689a0210ab9,374100000
3348706086aa3db5c92259c3,464000000
66d402a9b7d05f29282ddb00,614700000
cf88be51d6f31c10e5868ff7,443000000
30b3f38716be209a894b0942,520800000
0a5908a92d0ba3e36f54b1f3,512900000
dd206b6ea2d7f6555109ea39,578200000
c641febd8bc2ece3e4d2d8b6,665100000
c11fdc02a288af0572a2bca1,887800000
35dc60a65969b264ab283d6d,644800000
d9cb0f637cd4feaaaf8a21c0,696700000
7e8dfae9a5f1faf8afa706f7,621900000
a280fe7610c254b935c9dcfc,448600000
85524880fdc4e4daf90e96fd,556300000
f361109d06f6609c16724b39,563400000
3f6b2f0c0876c21755369cb6,722500000
de26819064a290ce78d8fcc1,696500000
91be1260a84ab7fa3521c495,985000000
18c8dc4549d38c918af2972e,849200000
782b0fb8641849c2c34291e6,545700000
54933f8b33a4fd6f031ed5be,663300000
953176c9a901b4f61c030432,778400000
357e2add3d68167a4f3ce15e,838300000
90332d50e91925eb9b614bef,696800000
11723d1d472bf1a3fdd8b72c,947800000
01f8b6799e2910f7769db175,800500000
a0d5001f7dd42d7f0c91d2a9,572500000
d4439c35bcb88e1490916c67,685600000
